filename,class_label,source_type,edit_type,base_image,notes
dataset/fake/synthetic_fake_0111.jpg,fake,synthetic_certificate_edit,date_change+serial_change,dataset/real/synthetic_real_0111.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0112.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0112.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0113.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0113.jpg,fake,synthetic_certificate_edit,seal_shift,dataset/real/synthetic_real_0113.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0114.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0114.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0115.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0115.jpg,fake,synthetic_certificate_edit,date_change+serial_change+seal_shift,dataset/real/synthetic_real_0115.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0116.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0116.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0117.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0117.jpg,fake,synthetic_certificate_edit,date_change,dataset/real/synthetic_real_0117.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0118.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0118.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0119.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0119.jpg,fake,synthetic_certificate_edit,location_change+date_change,dataset/real/synthetic_real_0119.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0120.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0120.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0121.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0121.jpg,fake,synthetic_certificate_edit,body_text_change+issuer_change,dataset/real/synthetic_real_0121.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0122.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0122.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0123.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0123.jpg,fake,synthetic_certificate_edit,date_change+body_text_change+location_change,dataset/real/synthetic_real_0123.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0124.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0124.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0125.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0125.jpg,fake,synthetic_certificate_edit,signature_change+name_change,dataset/real/synthetic_real_0125.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0126.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0126.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0127.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0127.jpg,fake,synthetic_certificate_edit,location_change+issuer_change,dataset/real/synthetic_real_0127.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0128.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0128.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0129.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0129.jpg,fake,synthetic_certificate_edit,award_text_change+seal_shift+issuer_change,dataset/real/synthetic_real_0129.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0130.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0130.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0131.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0131.jpg,fake,synthetic_certificate_edit,serial_change,dataset/real/synthetic_real_0131.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0132.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0132.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0133.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0133.jpg,fake,synthetic_certificate_edit,date_change+body_text_change+name_change,dataset/real/synthetic_real_0133.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0134.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0134.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0135.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0135.jpg,fake,synthetic_certificate_edit,name_change,dataset/real/synthetic_real_0135.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0136.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0136.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0137.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0137.jpg,fake,synthetic_certificate_edit,issuer_change+body_text_change+seal_shift,dataset/real/synthetic_real_0137.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0138.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0138.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0139.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0139.jpg,fake,synthetic_certificate_edit,body_text_change,dataset/real/synthetic_real_0139.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0140.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0140.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0141.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0141.jpg,fake,synthetic_certificate_edit,body_text_change,dataset/real/synthetic_real_0141.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0142.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0142.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0143.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0143.jpg,fake,synthetic_certificate_edit,body_text_change,dataset/real/synthetic_real_0143.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0144.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0144.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0145.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0145.jpg,fake,synthetic_certificate_edit,award_text_change+date_change+serial_change,dataset/real/synthetic_real_0145.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0146.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0146.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0147.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0147.jpg,fake,synthetic_certificate_edit,serial_change+location_change+award_text_change,dataset/real/synthetic_real_0147.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0148.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0148.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0149.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0149.jpg,fake,synthetic_certificate_edit,award_text_change,dataset/real/synthetic_real_0149.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0150.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0150.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0151.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0151.jpg,fake,synthetic_certificate_edit,location_change+body_text_change+seal_shift,dataset/real/synthetic_real_0151.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0152.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0152.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0153.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0153.jpg,fake,synthetic_certificate_edit,seal_shift,dataset/real/synthetic_real_0153.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0154.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0154.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0155.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0155.jpg,fake,synthetic_certificate_edit,signature_change,dataset/real/synthetic_real_0155.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0156.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0156.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0157.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0157.jpg,fake,synthetic_certificate_edit,body_text_change,dataset/real/synthetic_real_0157.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0158.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0158.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0159.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0159.jpg,fake,synthetic_certificate_edit,location_change+seal_shift,dataset/real/synthetic_real_0159.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0160.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0160.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0161.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0161.jpg,fake,synthetic_certificate_edit,name_change+award_text_change+seal_shift,dataset/real/synthetic_real_0161.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0162.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0162.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0163.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0163.jpg,fake,synthetic_certificate_edit,seal_shift+signature_change,dataset/real/synthetic_real_0163.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0164.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0164.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0165.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0165.jpg,fake,synthetic_certificate_edit,signature_change,dataset/real/synthetic_real_0165.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0166.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0166.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0167.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0167.jpg,fake,synthetic_certificate_edit,body_text_change+serial_change,dataset/real/synthetic_real_0167.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0168.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0168.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0169.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0169.jpg,fake,synthetic_certificate_edit,signature_change,dataset/real/synthetic_real_0169.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0170.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0170.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0171.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0171.jpg,fake,synthetic_certificate_edit,serial_change,dataset/real/synthetic_real_0171.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0172.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0172.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0173.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0173.jpg,fake,synthetic_certificate_edit,award_text_change,dataset/real/synthetic_real_0173.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0174.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0174.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0175.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0175.jpg,fake,synthetic_certificate_edit,serial_change+body_text_change,dataset/real/synthetic_real_0175.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0176.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0176.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0177.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0177.jpg,fake,synthetic_certificate_edit,body_text_change+serial_change+award_text_change,dataset/real/synthetic_real_0177.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0178.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0178.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0179.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0179.jpg,fake,synthetic_certificate_edit,signature_change+award_text_change,dataset/real/synthetic_real_0179.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0180.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0180.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0181.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0181.jpg,fake,synthetic_certificate_edit,body_text_change,dataset/real/synthetic_real_0181.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0182.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0182.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0183.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0183.jpg,fake,synthetic_certificate_edit,award_text_change+seal_shift+signature_change,dataset/real/synthetic_real_0183.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0184.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0184.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0185.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0185.jpg,fake,synthetic_certificate_edit,body_text_change+signature_change,dataset/real/synthetic_real_0185.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0186.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0186.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0187.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0187.jpg,fake,synthetic_certificate_edit,issuer_change+seal_shift,dataset/real/synthetic_real_0187.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0188.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0188.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0189.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0189.jpg,fake,synthetic_certificate_edit,date_change+body_text_change,dataset/real/synthetic_real_0189.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0190.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0190.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0191.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0191.jpg,fake,synthetic_certificate_edit,body_text_change+signature_change+serial_change,dataset/real/synthetic_real_0191.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0192.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0192.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0193.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0193.jpg,fake,synthetic_certificate_edit,seal_shift+body_text_change,dataset/real/synthetic_real_0193.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0194.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0194.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0195.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0195.jpg,fake,synthetic_certificate_edit,serial_change+name_change,dataset/real/synthetic_real_0195.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0196.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0196.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0197.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0197.jpg,fake,synthetic_certificate_edit,name_change+date_change+serial_change,dataset/real/synthetic_real_0197.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0198.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0198.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0199.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0199.jpg,fake,synthetic_certificate_edit,award_text_change,dataset/real/synthetic_real_0199.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0200.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0200.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0201.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0201.jpg,fake,synthetic_certificate_edit,issuer_change+award_text_change+date_change,dataset/real/synthetic_real_0201.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0202.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0202.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0203.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0203.jpg,fake,synthetic_certificate_edit,award_text_change+seal_shift,dataset/real/synthetic_real_0203.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0204.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0204.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0205.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0205.jpg,fake,synthetic_certificate_edit,award_text_change+issuer_change,dataset/real/synthetic_real_0205.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0206.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0206.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0207.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0207.jpg,fake,synthetic_certificate_edit,signature_change+seal_shift,dataset/real/synthetic_real_0207.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0208.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0208.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0209.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0209.jpg,fake,synthetic_certificate_edit,location_change+seal_shift+signature_change,dataset/real/synthetic_real_0209.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0210.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0210.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0211.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0211.jpg,fake,synthetic_certificate_edit,issuer_change+seal_shift+serial_change,dataset/real/synthetic_real_0211.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0212.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0212.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0213.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0213.jpg,fake,synthetic_certificate_edit,location_change+serial_change,dataset/real/synthetic_real_0213.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0214.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0214.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0215.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0215.jpg,fake,synthetic_certificate_edit,serial_change+award_text_change,dataset/real/synthetic_real_0215.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0216.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0216.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0217.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0217.jpg,fake,synthetic_certificate_edit,signature_change+body_text_change,dataset/real/synthetic_real_0217.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0218.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0218.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0219.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0219.jpg,fake,synthetic_certificate_edit,signature_change+date_change,dataset/real/synthetic_real_0219.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0220.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0220.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0221.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0221.jpg,fake,synthetic_certificate_edit,signature_change+location_change,dataset/real/synthetic_real_0221.jpg,Generated by locally editing a synthetic base certificate.
